Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,JPM,NVDA,PFE,PG,TSLA,JPM,NVDA,PFE,PG,TSLA,JPM,NVDA,PFE,PG,TSLA,JPM,NVDA,PFE,PG,TSLA,JPM,NVDA,PFE,PG,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,121.47722625732422,5.972161769866943,29.49060821533203,108.4198989868164,28.68400001525879,121.4858445760936,5.972161769866943,29.64883632401877,109.5795637573265,28.713333129882812,119.90161103121022,5.892752419133898,29.29470891132614,108.00698687790964,28.11400032043457,120.35793524483175,5.943285685491549,29.61116512869961,109.37749796050791,28.299999237060547,10803700,237536000,16514072,8130800,142981500
2020-01-03,119.8741683959961,5.876570701599121,29.33237075805664,107.69068908691406,29.534000396728516,120.64536934677875,5.920383126947964,29.56594418826424,108.52529362646749,30.266666412353516,118.78235982516479,5.827530697782755,29.13646850727125,107.05814359464196,29.128000259399414,119.14629601544189,5.852424132067387,29.174142716140935,107.32170645064929,29.366666793823242,10386800,205384000,14922848,7970500,266677500
2020-01-06,119.77886962890625,5.901215076446533,29.29469871520996,107.84004974365234,30.1026668548584,119.81353777933928,5.906442655101871,29.385115611403556,108.22660685296866,30.104000091552734,118.27979606229843,5.757082993633497,29.15907640036727,107.51498974693793,29.333332061767578,118.33178506592263,5.783220886910184,29.24949026711316,107.68191335372136,29.364667892456055,10259000,262636000,15771951,6674400,151995000
2020-01-07,117.74252319335938,5.972659587860107,29.196748733520508,107.17237091064453,31.270666122436523,119.45822590527479,6.018463341200832,29.483064876823303,108.24418356435609,31.441999435424805,117.69053420542578,5.884537133884927,29.14400604690306,107.06695111039956,30.224000930786133,118.9556436518811,5.929594022388191,29.475530640084784,107.95426570831613,30.760000228881836,10531300,314856000,20108107,7583400,268231500
2020-01-08,118.66102600097656,5.983861923217773,29.430322647094727,107.62918853759766,32.80933380126953,119.21559722093969,6.025184964493922,29.55087649567819,108.43743810622921,33.232666015625,117.49989457511955,5.928349873697572,29.196749186783286,107.18113437779209,31.215333938598633,117.58653847766392,5.9684279819120185,29.20428342363877,107.3480579614353,31.579999923706055,9695300,277108000,16403507,5385100,467164500
2020-01-09,119.09430694580078,6.049579620361328,29.302236557006836,108.80643463134766,32.089332580566406,119.77885075570019,6.122019332386319,29.588552724251375,108.83278957893587,33.253334045410156,118.74769160621234,5.9958101036344775,29.226891153873456,107.62920228785751,31.524667739868164,119.62288376940282,6.070241138559637,29.588552724251375,107.62920228785751,33.13999938964844,9469000,255112000,21971895,5944000,426606000
2020-01-10,117.90715026855469,6.081940650939941,29.75431251525879,108.91185760498047,31.876667022705078,118.92963550593419,6.1872395630455745,29.859797888382403,109.21934315471096,32.3293342590332,117.68184705067662,6.067751644612036,29.362510999134443,108.32324145225607,31.579999923706055,118.89498059196362,6.156869752720593,29.37004523586501,108.85036049503438,32.11933135986328,10190900,316296000,21557357,3927100,194392500
2020-01-13,118.8863296508789,6.2726240158081055,29.69403648376465,109.71131896972656,34.990665435791016,118.8863296508789,6.2977662482832395,29.965284161450604,109.72889340250194,35.04199981689453,117.63854095732903,6.142431664640482,29.543342656284025,108.77128789671052,32.79999923706055,118.01115076927462,6.165084980857148,29.852264548202115,108.9382114946655,32.900001525878906,12355200,319840000,15392405,8409200,397764000
